1000,4
10000,45
20000,139
30000,274
40000,460
50000,710
60000,993
70000,1409
80000,1803
90000,2267
100000,2801
1000,17
10000,909
20000,3472
30000,8021
40000,14292
50000,22900
60000,34788
70000,48967
80000,69335
90000,101970
100000,172475
